"Reaction KEGG ID","Reactants","Products","Reversability","EC list","Occurences","Names"
"R00939","C00101|C00006","C00415|C00005|C00080","1","1.5.1.3","3","5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase"
"R00940","C00101|C00006","C00504|C00005|C00080","1","1.5.1.3","3","5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase"
"R00941","C00234|C00006|C00001","C00101|C00011|C00005|C00080","1","1.5.1.6","1","10-formyltetrahydrofolate:NADP+ oxidoreductase"
"R00942","C00002|C00101|C00025","C00008|C00009|C09332","1","6.3.2.17","1","Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)"
"R00943","C00101|C00058|C00002","C00008|C00009|C00234","1","6.3.4.3","5","Formate:tetrahydrofolate ligase (ADP-forming)"
"R00944","C00234|C00001","C00058|C00101","1","3.5.1.10","2","10-Formyltetrahydrofolate amidohydrolase"
"R00945","C00143|C00037|C00001","C00101|C00065","1","2.1.2.1","10","5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase"
"R00946","C00440|C00155","C00101|C00073","1","2.1.1.13","5","5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase"
"R00947","C00103|C00001","C00267|C00009","1","3.1.3.10","2","alpha-D-glucose-1-phosphate phosphohydrolase"
"R00948","C00002|C00103","C00013|C00498","1","2.7.7.27","4","ATP:alpha-D-glucose-1-phosphate adenylyltransferase"
"R00949","C00002|C00103","C00008|C01231","1","2.7.1.10","1","ATP:D-glucose-1-phosphate 6-phosphotransferase"
"R00951","C00498|C00001","C00020|C00103","1","3.6.1.21","1","ADP-glucose glucose-1-phosphohydrolase"
"R00952","C00185|C00009","C00103|C00031","1","2.4.1.20","1","cellobiose:phosphate alpha-D-glucosyltransferase"
"R00953","C02048|C00009","C00031|C00103","1","2.4.1.31","0","3-beta-D-glucosyl-D-glucose:phosphate alpha-D-glucosyltransferase"
"R00954","C00044|C00103","C00013|C00394","1","2.7.7.34","3","GTP:alpha-D-glucose-1-phosphate guanylyltransferase"
"R00955","C00029|C00446","C00103|C00052","1","2.7.7.12","4","UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase"
"R00956","C00063|C00103","C00013|C00501","1","2.7.7.33","4","CTP:alpha-D-glucose-1-phosphate cytidylyltransferase"
"R00957","C00103|C00001","C00208|C00009","1","2.4.1.139","0","alpha-D-Glucose-1-phosphate:alpha-D-glucose-1-phosphate 4-alpha-D-glucosyltransferase (dephosphorylating)"
"R00959","C00103","C00668","1","5.4.2.2|5.4.2.5","7","alpha-D-Glucose 1-phosphate 1,6-phosphomutase"
"R00960","C00103","C01231|C00267","1","2.7.1.41","3","D-Glucose-1-phosphate:D-glucose-1-phosphate 6-phosphotransferase"
"R00961","C00104|C00001","C00130|C00009","1","3.6.1.5|3.6.1.6|3.6.1.64","1","IDP phosphohydrolase|IDP phosphohydrolase|inosine diphosphate phosphatase"
"R00962","C00081|C00475","C00104|C00055","1","2.7.1.48","2","ITP:cytidine 5'-phosphotransferase"
"R00963","C00105|C00001","C00299|C00009","1","3.1.3.5","1","uridine 5'-monophosphate phosphohydrolase"
"R00964","C00002|C00299","C00008|C00105","1","2.7.1.48","2","ATP:uridine 5'-phosphotransferase"
"R00965","C01103","C00105|C00011","1","4.1.1.23","2","orotidine-5'-phosphate carboxy-lyase (UMP-forming)"
"R00966","C00105|C00013","C00106|C00119","1","2.4.2.9","2","UMP:diphosphate phospho-alpha-D-ribosyltransferase"
"R00967","C00075|C00299","C00015|C00105","1","2.7.1.48","2","UTP:uridine 5'-phosphotransferase"
"R00968","C00044|C00299","C00035|C00105","1","2.7.1.48","2","GTP:uridine 5'-phosphotransferase"
"R00969","C06198|C00001","C00075|C00105","1","3.6.1.17","1","P1,P4-bis(5'-uridyl)-tetraphosphate uridylohydrolase"
"R00970","C00081|C00299","C00104|C00105","1","2.7.1.48","2","ITP:uridine 5'-phosphotransferase"
"R00973","C03030","C00106|C00011","1","4.1.1.66","0","uracil-5-carboxylate carboxy-lyase (uracil-forming)"
"R00974","C00380|C00001","C00106|C00014","1","3.5.4.1","2","Cytosine aminohydrolase"
"R00975","C00429|C00007","C00106|C00027","1","1.3.3.7","0","5,6-Dihydrouracil:oxygen oxidoreductase"
"R00976","C00106|C00028|C00001","C00813|C00030","1","1.17.99.4","1","uracil:acceptor oxidoreductase"
"R00977","C00429|C00003","C00106|C00004|C00080","1","1.3.1.1","4","5,6-dihydrouracil:NAD+ oxidoreductase"
"R00978","C00429|C00006","C00106|C00005|C00080","1","1.3.1.2","4","5,6-Dihydrouracil:NADP+ oxidoreductase"
"R00980","C00108|C00007|C00005|C00080","C00196|C00014|C00006","1","1.14.13.35","2","Anthranilate,NADPH:oxygen oxidoreductase (3-hydroxylating, deaminating)"
"R00982","C00002|C00108|C00010","C00020|C00013|C02247","1","6.2.1.32","2","Anthranilate:CoA ligase (AMP-forming)"
"R00983","C02775|C00007","C00108|C00011","1","1.13.11.23","1","2,3-Dihydroxyindole:oxygen 2,3-oxidoreductase (decyclizing)"
"R00984","C00019|C00108","C00021|C03005","1","2.1.1.111","2","S-Adenosyl-L-methionine:anthranilate N-methyltransferase"
"R00985","C00251|C00014","C00108|C00022|C00001","1","4.1.3.27","4","chorismate pyruvate-lyase (amino-accepting anthranilate-forming)"
"R00986","C00251|C00064","C00108|C00022|C00025","1","4.1.3.27","4","Chorismate pyruvate-lyase (amino-accepting)"
"R00987","C00328|C00001","C00108|C00041","1","3.7.1.3","2","L-Kynurenine hydrolase"
"R00988","C05653|C00001","C00058|C00108","1","3.5.1.9","1","N-Formylanthranilate amidohydrolase"
"R00989","C00083|C00108","C00010|C03147","1","2.3.1.113","0","Malonyl-CoA:anthranilate N-malonyltransferase"
"R00990","C00108","C00292|C00011","1","4.1.1.24","0","2-Aminobenzoate carboxy-lyase"
"R00991","C00108","C05835","1","","1",""
"R00993","C00109|C00009|C00007","C02876|C00011|C00001","1","1.2.3.-","2","2-oxobutanoate:oxygen 2-oxidoreductase (phosphorylating)"
"R00994","C00109|C00011|C00004|C00080","C06032|C00003","1","1.1.1.85","5","(2R,3S)-3-methylmalate:NAD+ oxidoreductase"
"R00995","C00109|C00011","C06030","1","4.1.1.3","1","methyloxaloacetate carboxy-lyase (2-oxobutanoate-forming)"
"R00996","C00188","C00109|C00014","1","4.3.1.19","5","L-threonine ammonia-lyase (2-oxobutanoate-forming)"
"R00997","C01234|C00001","C00109|C00014","1","3.5.99.7","1","1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing)|1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing)|1-aminocyclopropane-1-carboxylate endolyase (deaminating)"
"R00998","C02488|C00010","C00024|C00001|C00109","1","2.3.3.6","1","acetyl-CoA:2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)|acetyl-CoA:2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)|(R)-2-ethylmalate 2-oxobutanoyl-lyase (CoA-acylating)"
"R00999","C01118|C00001","C00109|C00042|C00014","1","2.5.1.48","2","O-Succinyl-L-homoserine succinate-lyase (deaminating 2-oxobutanoate-forming)"
"R01000","C05984|C00003","C00109|C00004|C00080","1","1.1.1.27","1","2-Hydroxybutyrate:NAD+ oxidoreductase"
"R01001","C02291|C00001","C00097|C00014|C00109","1","4.4.1.1","4","L-cystathionine cysteine-lyase (deaminating 2-oxobutanoate-forming)"
"R01003","C00110|C00001","C00381|C00009","1","3.1.3.51","2","dolichyl-phosphate phosphohydrolase"
"R01004","C00621|C00001","C00110|C00009","1","3.6.1.43","1","Dolichyl-diphosphate phosphohydrolase"
"R01005","C00029|C00110","C00015|C01246","1","2.4.1.117","2","UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase"
"R01006","C01246|C00001","C00110|C00031","1","3.1.4.48","2","Dolichyl-beta-D-glucosyl-phosphate dolichylphosphohydrolase"
"R01007","C00043|C00110","C00105|C04500","1","2.7.8.15","0","UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase"
"R01008","C00043|C00110","C00015|C04678","1","2.4.1.153","0","UDP-N-acetyl-D-glucosamine:dolichyl-phosphate alpha-N-acetyl-D-glucosaminyltransferase"
"R01009","C00096|C00110","C00035|C03862","1","2.4.1.83","2","GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase"
"R01010","C00111|C00001","C00184|C00009","1","3.1.3.1|3.1.3.2","0","Glycerone phosphate phosphohydrolase"
"R01011","C00002|C00184","C00008|C00111","1","2.7.1.29","5","ATP:glycerone phosphotransferase"
"R01012","C00074|C00184","C00022|C00111","1","2.7.1.121","0","Phosphoenolpyruvate:glycerone phosphotransferase"
"R01013","C00040|C00111","C00010|C03372","1","2.3.1.42","1","Acyl-CoA:glycerone-phosphate O-acyltransferase"
"R01014","C03394","C00111|C00067","1","4.1.2.2","0","erythrulose-1-phosphate formaldehyde-lyase (glycerone-phosphate-forming)"
"R01015","C00118","C00111","1","5.3.1.1","9","D-glyceraldehyde-3-phosphate aldose-ketose-isomerase"
"R01016","C00111","C00546|C00009","1","4.2.3.3","2","glycerone-phosphate phosphate-lyase (methylglyoxal-forming)"
"R01018","C00063|C00381","C00112|C00110","1","2.7.1.108","2","CTP:dolichol O-phosphotransferase"
"R01019","C00113|C00084|C00001","C01359|C00033","1","1.2.99.3","1","acetaldehyde:pyrroloquinoline-quinone oxidoreductase"
"R01021","C00002|C00114","C00008|C00588","1","2.7.1.32","2","ATP:choline phosphotransferase"
"R01022","C00114|C00007","C00576|C00027","1","1.1.3.17","2","choline:oxygen 1-oxidoreductase"
"R01023","C00024|C00114","C00010|C01996","1","2.3.1.6","1","Acetyl-CoA:choline O-acetyltransferase"
"R01025","C00114|C00028","C00576|C00030","1","1.1.99.1","1","choline:acceptor 1-oxidoreductase"
"R01026","C01996|C00001","C00114|C00033","1","3.1.1.7|3.1.1.8","1","Acetylcholine aectylhydrolase"
"R01027","C00053|C00114","C00054|C00919","1","2.8.2.6","0","3'-phosphoadenylyl-sulfate:choline sulfotransferase"
"R01028","C00919|C00001","C00114|C00059","1","3.1.6.6","0","Choline sulfate sulfohydrolase"
"R01029","C01777|C00001","C00114|C00060","1","3.1.1.8","0","Acylcholine acylhydrolase"
"R01030","C00670|C00001","C00114|C00093","1","3.1.4.2|3.1.4.46","1","sn-Glycero-3-phosphocholine glycerophosphohydrolase"
"R01031","C02634|C00001","C00022|C01327|C00014","1","4.5.1.2","0","3-chloro-D-alanine chloride-lyase (deaminating pyruvate-forming)"
"R01032","C00698|C00022|C00014","C02635|C00001","1","","0","3-chloro-L-alanine chloride-lyase (deaminating pyruvate-forming)"
"R01033","C02357|C00007|C00004","C00698|C00090|C00003|C00011","1","1.14.12.13","2","2-chlorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating, dechlorinating, decarboxylating)"
"R01034","C00116|C00003","C00184|C00004|C00080","1","1.1.1.6","2","glycerol:NAD+ 2-oxidoreductase"
"R01036","C00116|C00003","C00577|C00004|C00080","1","1.1.1.21|1.1.1.72","1","Glycerol:NAD+ oxidoreductase"
"R01039","C00116|C00006","C00184|C00005|C00080","1","1.1.1.156","2","glycerol:NADP+ 2-oxidoreductase (glycerone-forming)"
"R01041","C00116|C00006","C00577|C00005|C00080","1","1.1.1.2|1.1.1.21|1.1.1.72|1.1.1.372","1","glycerol:NADP+ oxidoreductase"
"R01043","C02979|C00001","C00116|C00009","1","3.1.3.19","0","Glycerol-2-phosphate phosphohydrolase"
"R01044","C00013|C00116","C00009|C00623","1","2.7.1.79","0","diphosphate:glycerol 1-phosphotransferase"
"R01045","C00116|C00028","C00184|C00030","1","1.1.99.22","0","Glycerol:(acceptor) 1-oxidoreductase|Glycerol:(acceptor) 1-oxidoreductase|glycerol:acceptor 2-oxidoreductase"
"R01047","C00116","C00969|C00001","1","4.2.1.30","1","glycerol hydro-lyase (3-hydroxypropanal-forming)"
"R01048","C00116","C05999|C00001","1","4.2.1.30","0","Glycerol hydro-lyase"
"R01049","C00002|C00117","C00020|C00119","1","2.7.6.1","7","ATP:D-ribose-5-phosphate diphosphotransferase"
"R01050","C00002|C00117","C00008|C01151","1","2.7.1.18","0","ATP:D-ribose-5-phosphate 1-phosphotransferase"
"R01051","C00002|C00121","C00008|C00117","1","2.7.1.15","1","ATP:D-ribose 5-phosphotransferase"
"R01052","C00008|C00117","C00009|C00301","1","2.7.7.35","0","ADP:D-ribose-5-phosphate adenylyltransferase"
"R01053","C00002|C00117|C00014","C00008|C00009|C03090","1","6.3.4.7","1","Ribose-5-phosphate:ammonia ligase (ADP-forming)"
"R01054","C00301|C00001","C00020|C00117","1","3.6.1.13|3.6.1.21|3.6.1.53|3.6.1.-","1","ADP-ribose ribophosphohydrolase"
"R01055","C00106|C00117","C01168|C00001","1","3.2.-.-|4.2.1.70","1","uracil hydro-lyase (adding D-ribose 5-phosphatepseudouridine-5'-phosphate-forming)"
"R01056","C00117","C00199","1","5.3.1.6","7","D-ribose-5-phosphate aldose-ketose-isomerase"
"R01057","C00620","C00117","1","5.4.2.2|5.4.2.7","2","D-Ribose 1,5-phosphomutase"
"R01058","C00118|C00006|C00001","C00197|C00005|C00080","1","1.2.1.9|1.2.1.90","6","D-glyceraldehyde 3-phosphate:NADP+ oxidoreductase"
"R01059","C00002|C00577","C00008|C00118","1","2.7.1.28","1","ATP:D-glyceraldehyde 3-phosphotransferase"
"R01061","C00118|C00009|C00003","C00236|C00004|C00080","1","1.2.1.12|1.2.1.59","7","D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)"
"R01063","C00118|C00009|C00006","C00236|C00005|C00080","1","1.2.1.13|1.2.1.59","7","D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating)"
"R01064","C01286","C00022|C00118","1","4.1.2.21|4.1.2.55","2","2-dehydro-3-deoxy-6-phospho-D-galactonate D-glyceraldehyde-3-phospho-lyase (pyruvate-forming)"
"R01066","C00673","C00118|C00084","1","4.1.2.4","1","2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)"
"R01067","C00085|C00118","C00279|C00231","1","2.2.1.1","4","D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase"
"R01068","C00354","C00111|C00118","1","4.1.2.13","5","D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)"
"R01069","C03785","C00111|C00118","1","4.1.2.40","2","D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)"
"R01070","C05378","C00111|C00118","1","4.1.2.13","8","beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)"
"R01071","C02739|C00013","C00002|C00119","1","2.4.2.17","4","1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase"
"R01072","C03090|C00013|C00025","C00064|C00119|C00001","1","2.4.2.14","4","5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)"
"R01073","C04302|C00013","C00108|C00119","1","2.4.2.18","4","N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase"
"R01074","C00002|C00120","C00013|C05921","1","6.2.1.11|6.3.4.9|6.3.4.10|6.3.4.11|6.3.4.15","2","biotin:CoA ligase (AMP-forming)|biotin:CoA ligase (AMP-forming)|biotin:apo-[carboxylase] ligase (AMP-forming)|ATP:biotin adenylyltransferase"
"R01075","C00002|C00120|C00010","C00020|C00013|C01894","1","6.2.1.11","0","biotin:CoA ligase (AMP-forming)"
"R01076","C01893|C00001","C00120|C00014","1","3.5.1.12","0","Biotin-amide amidohydrolase"
"R01077","C05552|C00001","C00120|C00047","1","3.5.1.12","2","N6-D-Biotinyl-L-lysine amidohydrolase"
"R01078","C01909|C17023|C00019|C05359|C00080","C00120|C00073|C05198","1","2.8.1.6","2","dethiobiotin:sulfur sulfurtransferase"
"R01079","C00121|C00006|C00001","C01685|C00005|C00080","1","1.1.1.115","0","D-Ribose:NADP+ 1-oxidoreductase"
"R01080","C00299|C00001","C00106|C00121","1","3.2.2.3","1","Uridine ribohydrolase"
"R01081","C00121","C00309","1","5.3.1.20","0","D-ribose aldose-ketose-isomerase"
"R01082","C00149","C00122|C00001","1","4.2.1.2","7","(S)-malate hydro-lyase (fumarate-forming)"
"R01083","C03794","C00122|C00020","1","4.3.2.2","3","N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)"
"R01085","C02514|C00001","C00122|C00022","1","3.7.1.5|3.7.1.20","3","3-fumarylpyruvate fumarylhydrolase"
"R01086","C03406","C00122|C00062","1","4.3.2.1","5","2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)"
"R01087","C01384","C00122","1","5.2.1.1","3","Maleate cis-trans-isomerase"
"R01088","C00123|C00001|C00003","C00233|C00014|C00004|C00080","1","1.4.1.9","4","L-leucine:NAD+ oxidoreductase (deaminating)"
"R01089","C00024|C00123","C00010|C02710","1","2.3.1.66","0","Acetyl-CoA:L-leucine N-acetyltransferase"
"R01090","C00123|C00026","C00233|C00025","1","2.6.1.6|2.6.1.42|2.6.1.67","7","L-Leucine:2-oxoglutarate aminotransferase"
"R01091","C00123","C02486","1","5.4.3.7","0","(2S)-alpha-leucine 2,3-aminomutase"
"R01092","C00002|C00984","C00008|C00446","1","2.7.1.6","4","ATP:alpha-D-galactose 1-phosphotransferase"
"R01093","C00124|C00004|C00080","C01697|C00003","1","1.1.1.21","2","galactitol:NAD+ 1-oxidoreductase"
"R01094","C00124|C00003","C03383|C00004|C00080","1","1.1.1.48","2","D-galactose:NAD+ 1-oxidoreductase"
"R01095","C00124|C00005|C00080","C01697|C00006","1","1.1.1.21","2","galactitol:NADP+ 1-oxidoreductase"
"R01096","C00124|C00006","C02669|C00005|C00080","1","1.1.1.48|1.1.1.120|1.1.1.359|1.1.1.360","1","D-galactose:NADP+ 1-oxidoreductase"
"R01097","C00124|C00006","C03383|C00005|C00080","1","1.1.1.48|1.1.1.120","2","D-Galactose:NADP+ 1-oxidoreductase"
"R01098","C00124|C00007|C00001","C00880|C00027","1","1.1.3.9","1","D-Galactose:oxygen 6-oxidoreductase"
"R01099","C00124|C00007","C03269|C00027","1","1.1.3.9","0","D-Galactose:oxygen 6-oxidoreductase"
"R01100","C00243|C00001","C00031|C00124","1","3.2.1.23|3.2.1.108","0","Lactose galactohydrolase"
"R01101","C05402|C00001","C00124|C00031","1","3.2.1.22","1","melibiose galactohydrolase"
"R01103","C00492|C00001","C00124|C00089","1","3.2.1.22","1","Raffinose galactohydrolase"
"R01104","C05401|C00001","C00124|C00116","1","3.2.1.22","1","Galactosylglycerol galactohydrolase"
"R01105","C05796|C00001","C00124|C05796","1","3.2.1.23","1","Galactan galactohydrolase"
"R01106","C00125|C00088|C00001","C00244|C00126|C00080","1","1.7.99.4","0","nitrite:(acceptor) oxidoreductase"
"R01108","C05422|C00051","C00127|C00072","1","1.8.5.1","3","glutathione:dehydroascorbate oxidoreductase"
"R01109","C01420|C00051","C00127|C00736","1","1.8.4.4","1","Glutathione:cystine oxidoreductase"
"R01110","C20788|C00051","C00127|C05330","1","1.8.4.1","1","glutathione:homocystine oxidoreductase"
"R01111","C00010|C00127","C00920|C00051","1","1.8.4.3","1","coenzyme A:glutathione-disulfide oxidoreductase"
"R01113","C00491|C00051","C00127|C00097","1","1.8.4.4","1","Glutathione:L-cystine oxidoreductase"
"R01115","C00128|C00999|C00007|C00080","C03691|C00996|C00001","1","1.14.18.2","2","CMP-N-acetylneuraminate,ferrocytochrome-b5:oxygen oxidoreductase (N-acetyl-hydroxylating)"
"R01117","C00063|C00270","C00013|C00128","1","2.7.7.43","3","CTP:N-acetylneuraminate cytidylyltransferase"
"R01119","C00128","C04799","1","","0",""
"R01120","C00128","C05005","1","","0",""
"R01121","C00002|C01143","C00008|C00009|C00129|C00011","1","4.1.1.33","3","ATP:(R)-5-diphosphomevalonate carboxy-lyase (adding ATP isopentenyl-diphosphate-forming)|ATP:(R)-5-diphosphomevalonate carboxy-lyase (adding ATP isopentenyl-diphosphate-forming)|ATP:(R)-5-diphosphomevalonate carboxy-lyase (dehydrating)"
"R01122","C00235|C00066","C00013|C04432","1","2.5.1.75","3","delta2-isopentenyl-diphosphate:tRNA isopentenyltransferase"
"R01123","C00129","C00235","1","5.3.3.2","3","Isopentenyl-diphosphate delta3-delta2-isomerase"
"R01126","C00130|C00001","C00294|C00009","1","3.1.3.5","2","inosine 5'-monophosphate phosphohydrolase"
"R01127","C00130|C00001","C04734","1","2.1.2.3|3.5.4.10","3","IMP 1,2-hydrolase (decyclizing)"
"R01128","C00130|C00001","C00262|C00117","1","3.2.2.12","2","5'-Inosinate phosphoribohydrolase"
"R01130","C00130|C00003|C00001","C00655|C00004|C00080","1","1.1.1.205","3","IMP:NAD+ oxidoreductase"
"R01131","C00002|C00294","C00008|C00130","1","2.7.1.73","1","ATP:inosine 5'-phosphotransferase"
"R01132","C00130|C00013","C00262|C00119","1","2.4.2.8","2","IMP:diphosphate phospho-D-ribosyltransferase"
"R01134","C00130|C00014|C00006","C00144|C00005|C00080","1","1.7.1.7","1","inosine-5'-phosphate:NADP+ oxidoreductase (aminating)|inosine-5'-phosphate:NADP+ oxidoreductase (aminating)|NADH:guanosine-5'-phosphate oxidoreductase (deaminating)"
"R01135","C00044|C00130|C00049","C00035|C00009|C03794","1","6.3.4.4","3","IMP:L-aspartate ligase (GDP-forming)"
"R01137","C00002|C00206","C00008|C00131","1","2.7.4.6","2","ATP:dADP phosphotransferase"
"R01138","C00131|C00022","C00206|C00074","1","2.7.1.40","2","dATP:pyruvate 2-O-phosphotransferase"
"R01139","C00131|C00031","C00206|C00092","1","2.7.1.1","0","dATP:D-glucose 6-phosphotransferase"
"R01140","C00131|C00095","C00206|C00085","1","2.7.1.1","0","dATP:D-fructose 6-phosphotransferase"
"R01142","C01438|C00007|C00004|C00080","C00132|C00003|C00001","1","1.14.13.25","5","Methane,NADH:oxygen oxidoreductase (hydroxylating)"
"R01143","C01438|C00007|C00005|C00080","C00132|C00006|C00001","1","1.14.13.25","0","methane,NADPH:oxygen oxidoreductase (hydroxylating)"
"R01144","C03716|C00001","C00036|C00132","1","3.1.1.44","0","Oxaloacetate-4-methyl-ester oxaloacetohydrolase"
"R01145","C02704|C00001","C00132|C00059","1","3.1.6.16","0","Monomethyl-sulfate sulfohydrolase"
"R01146","C00132|C18233","C00067|C18234|C00080","1","1.1.2.7","4","methanol:ferricytochrome-c oxidoreductase|methanol:ferricytochrome-c oxidoreductase|methanol dehydrogenase"
"R01147","C00647|C00022","C00018|C00133","1","","0","Pyridoxamine-5'-phosphate:2-oxoglutarate aminotransferase"
"R01148","C00133|C00026","C00022|C00217","1","2.6.1.21","2","D-Alanine:2-oxoglutarate aminotransferase"
"R01149","C00133|C00064","C00014|C03738","1","2.3.2.14","0","L-Glutamine:D-alanine gamma-glutamyltransferase"
"R01150","C00002|C00133","C00008|C00009|C00993","1","6.3.2.4","3","D-alanine:D-alanine ligase (ADP-forming)"
"R01151","C00134|C00007|C00001","C00555|C00014|C00027","1","1.4.3.10|1.4.3.22","1","Putrescine:oxygen oxidoreductase (deaminating)"
"R01152","C00436|C00001","C00134|C00011|C00014","1","3.5.1.53","2","N-Carbamoylputrescine amidohydrolase"
"R01153","C00019|C00134","C00021|C02723","1","2.1.1.53","3","S-Adenosyl-L-methionine:putrescine N-methyltransferase"
"R01154","C00024|C00134","C00010|C02714","1","2.3.1.57","2","acetyl-CoA:putrescine N-acetyltransferase"
