"Pathway ID","Pathway KEGG","Reaction KEGG ID"
"69","map00522","R05530"
"69","map00522","R05531"
"69","map00522","R05532"
"69","map00522","R06448"
"69","map00522","R06449"
"69","map00522","R06450"
"69","map00522","R06451"
"69","map00522","R06452"
"69","map00522","R06453"
"69","map00522","R06454"
"69","map00522","R06455"
"69","map00522","R06456"
"69","map00522","R06457"
"69","map00522","R06458"
"69","map00522","R06459"
"69","map00522","R06460"
"69","map00522","R06461"
"69","map00522","R06462"
"69","map00522","R06463"
"69","map00522","R06464"
"69","map00522","R06465"
"69","map00522","R06467"
"69","map00522","R06468"
"69","map00522","R06470"
"69","map00522","R06472"
"69","map00522","R06473"
"69","map00522","R06474"
"69","map00522","R06475"
"69","map00522","R06476"
"69","map00522","R06477"
"69","map00522","R06478"
"69","map00522","R06479"
"69","map00522","R06480"
"69","map00522","R06481"
"69","map00522","R06482"
"69","map00522","R06483"
"69","map00522","R06484"
"69","map00522","R06485"
"69","map00522","R06486"
"69","map00522","R06487"
"69","map00522","R06488"
"69","map00522","R06489"
"69","map00522","R06490"
"69","map00522","R06491"
"69","map00522","R06492"
"69","map00522","R06493"
"69","map00522","R06494"
"69","map00522","R06495"
"69","map00522","R06496"
"69","map00522","R06497"
"69","map00522","R06498"
"69","map00522","R06499"
"69","map00522","R06503"
"69","map00522","R06504"
"69","map00522","R06505"
"69","map00522","R06506"
"69","map00522","R10656"
"70","map00523","R02328"
"70","map00523","R02773"
"70","map00523","R02776"
"70","map00523","R02777"
"70","map00523","R05687"
"70","map00523","R06423"
"70","map00523","R06424"
"70","map00523","R06426"
"70","map00523","R06427"
"70","map00523","R06428"
"70","map00523","R06429"
"70","map00523","R06430"
"70","map00523","R06432"
"70","map00523","R06433"
"70","map00523","R06434"
"70","map00523","R06435"
"70","map00523","R06436"
"70","map00523","R06437"
"70","map00523","R06438"
"70","map00523","R06439"
"70","map00523","R06440"
"70","map00523","R06441"
"70","map00523","R06443"
"70","map00523","R06513"
"70","map00523","R06514"
"70","map00523","R08583"
"70","map00523","R08593"
"70","map00523","R08594"
"70","map00523","R08595"
"70","map00523","R08598"
"70","map00523","R08927"
"70","map00523","R08928"
"70","map00523","R08929"
"70","map00523","R08930"
"70","map00523","R08931"
"70","map00523","R08932"
"70","map00523","R08935"
"70","map00523","R10190"
"70","map00523","R10279"
"70","map00523","R10458"
"70","map00523","R10459"
"70","map00523","R10573"
"71","map00524","R00299"
"71","map00524","R05705"
"71","map00524","R05706"
"71","map00524","R08617"
"71","map00524","R08890"
"71","map00524","R08891"
"71","map00524","R08892"
"71","map00524","R08893"
"71","map00524","R08894"
"71","map00524","R08895"
"71","map00524","R08896"
"71","map00524","R08897"
"71","map00524","R08898"
"71","map00524","R08899"
"71","map00524","R08900"
"71","map00524","R08901"
"71","map00524","R08902"
"71","map00524","R08903"
"71","map00524","R08904"
"71","map00524","R08905"
"71","map00524","R08906"
"71","map00524","R08907"
"71","map00524","R08908"
"71","map00524","R08909"
"71","map00524","R08910"
"71","map00524","R08911"
"71","map00524","R10094"
"71","map00524","R10096"
"71","map00524","R10130"
"71","map00524","R10207"
"72","map00531","R07805"
"72","map00531","R07806"
"72","map00531","R07807"
"72","map00531","R07808"
"72","map00531","R07809"
"72","map00531","R07810"
"72","map00531","R07811"
"72","map00531","R07812"
"72","map00531","R07813"
"72","map00531","R07814"
"72","map00531","R07815"
"72","map00531","R07816"
"72","map00531","R07817"
"72","map00531","R07818"
"72","map00531","R07819"
"72","map00531","R07820"
"72","map00531","R07821"
"72","map00531","R07822"
"72","map00531","R07823"
"72","map00531","R07824"
"72","map00531","R07825"
"73","map00532","R04104"
"73","map00532","R05925"
"73","map00532","R05926"
"73","map00532","R05927"
"73","map00532","R05928"
"73","map00532","R05929"
"73","map00532","R05931"
"73","map00532","R05932"
"74","map00533","R00423"
"75","map00534","R00423"
"75","map00534","R05925"
"75","map00534","R05926"
"75","map00534","R05927"
"75","map00534","R05928"
"75","map00534","R05930"
"75","map00534","R05935"
"75","map00534","R05936"
"75","map00534","R10138"
"75","map00534","R10139"
"76","map00540","R01994"
"76","map00540","R01996"
"76","map00540","R01997"
"76","map00540","R03254"
"76","map00540","R03350"
"76","map00540","R03351"
"76","map00540","R04549"
"76","map00540","R04550"
"76","map00540","R04567"
"76","map00540","R04587"
"76","map00540","R04606"
"76","map00540","R04657"
"76","map00540","R04658"
"76","map00540","R05074"
"76","map00540","R05075"
"76","map00540","R05146"
"76","map00540","R05176"
"76","map00540","R05644"
"76","map00540","R05645"
"76","map00540","R05646"
"76","map00540","R05647"
"76","map00540","R09767"
"76","map00540","R09769"
"76","map00540","R09770"
"76","map00540","R09771"
"76","map00540","R09772"
"77","map00550","R00660"
"77","map00550","R01150"
"77","map00550","R02783"
"77","map00550","R02786"
"77","map00550","R02788"
"77","map00550","R03191"
"77","map00550","R03192"
"77","map00550","R03193"
"77","map00550","R04519"
"77","map00550","R04573"
"77","map00550","R04617"
"77","map00550","R05030"
"77","map00550","R05032"
"77","map00550","R05626"
"77","map00550","R05627"
"77","map00550","R05629"
"77","map00550","R05630"
"77","map00550","R05662"
"77","map00550","R08776"
"77","map00550","R08777"
"77","map00550","R08778"
"77","map00550","R08779"
"77","map00550","R08780"
"78","map00561","R00841"
"78","map00561","R00847"
"78","map00561","R00851"
"78","map00561","R01011"
"78","map00561","R01034"
"78","map00561","R01036"
"78","map00561","R01039"
"78","map00561","R01041"
"78","map00561","R01047"
"78","map00561","R01350"
"78","map00561","R01351"
"78","map00561","R01514"
"78","map00561","R01752"
"78","map00561","R02239"
"78","map00561","R02240"
"78","map00561","R02241"
"78","map00561","R02250"
"78","map00561","R02251"
"78","map00561","R02687"
"78","map00561","R02689"
"78","map00561","R02691"
"78","map00561","R02757"
"78","map00561","R03119"
"78","map00561","R03468"
"78","map00561","R03755"
"78","map00561","R03756"
"78","map00561","R04377"
"78","map00561","R04469"
"78","map00561","R04470"
"78","map00561","R04471"
"78","map00561","R04472"
"78","map00561","R04473"
"78","map00561","R04474"
"78","map00561","R05081"
"78","map00561","R05164"
"78","map00561","R05333"
"78","map00561","R05775"
"78","map00561","R06867"
"78","map00561","R10849"
"78","map00561","R10850"
"78","map00561","R10863"
"78","map00561","R10864"
"79","map00562","R00705"
"79","map00562","R00706"
"79","map00562","R01015"
"79","map00562","R01182"
"79","map00562","R01183"
"79","map00562","R01184"
"79","map00562","R01185"
"79","map00562","R01186"
"79","map00562","R01187"
"79","map00562","R01188"
"79","map00562","R01189"
"79","map00562","R01802"
"79","map00562","R02782"
"79","map00562","R03330"
"79","map00562","R03332"
"79","map00562","R03361"
"79","map00562","R03362"
"79","map00562","R03363"
"79","map00562","R03371"
"79","map00562","R03372"
"79","map00562","R03393"
"79","map00562","R03394"
"79","map00562","R03427"
"79","map00562","R03428"
"79","map00562","R03429"
"79","map00562","R03430"
"79","map00562","R03433"
"79","map00562","R03434"
"79","map00562","R03435"
"79","map00562","R03469"
"79","map00562","R03478"
"79","map00562","R03479"
"79","map00562","R04372"
"79","map00562","R04404"
"79","map00562","R04504"
"79","map00562","R04513"
"79","map00562","R04545"
"79","map00562","R05202"
"79","map00562","R05378"
"79","map00562","R05661"
"79","map00562","R05795"
"79","map00562","R05800"
"79","map00562","R05801"
"79","map00562","R05802"
"79","map00562","R05803"
"79","map00562","R07299"
"79","map00562","R07324"
"79","map00562","R08503"
"79","map00562","R08603"
"79","map00562","R09669"
"79","map00562","R09670"
"79","map00562","R09827"
"79","map00562","R09951"
"79","map00562","R09952"
"79","map00562","R09953"
"79","map00562","R09954"
"80","map00563","R05916"
"80","map00563","R05917"
"80","map00563","R05918"
"80","map00563","R05919"
"80","map00563","R05920"
"80","map00563","R05921"
"80","map00563","R05922"
"80","map00563","R05924"
"80","map00563","R06623"
"80","map00563","R07129"
"80","map00563","R08107"
"81","map00564","R00748"
"81","map00564","R00749"
"81","map00564","R00842"
"81","map00564","R00844"
"81","map00564","R00846"
"81","map00564","R00848"
"81","map00564","R00851"
"81","map00564","R00855"
"81","map00564","R00856"
"81","map00564","R01013"
"81","map00564","R01021"
"81","map00564","R01023"
"81","map00564","R01026"
"81","map00564","R01030"
"81","map00564","R01310"
"81","map00564","R01312"
"81","map00564","R01315"
"81","map00564","R01316"
"81","map00564","R01318"
"81","map00564","R01319"
"81","map00564","R01320"
"81","map00564","R01321"
"81","map00564","R01468"
"81","map00564","R01470"
"81","map00564","R01797"
"81","map00564","R01799"
"81","map00564","R01800"
"81","map00564","R01801"
"81","map00564","R01802"
"81","map00564","R01890"
"81","map00564","R02027"
"81","map00564","R02029"
"81","map00564","R02030"
"81","map00564","R02037"
"81","map00564","R02038"
"81","map00564","R02051"
"81","map00564","R02052"
"81","map00564","R02053"
"81","map00564","R02054"
"81","map00564","R02055"
"81","map00564","R02056"
"81","map00564","R02057"
"81","map00564","R02114"
"81","map00564","R02239"
"81","map00564","R02240"
"81","map00564","R02241"
"81","map00564","R02242"
"81","map00564","R02563"
"81","map00564","R02746"
"81","map00564","R02747"
"81","map00564","R02756"
"81","map00564","R02817"
"81","map00564","R03360"
"81","map00564","R03416"
"81","map00564","R03417"
"81","map00564","R03424"
"81","map00564","R04034"
"81","map00564","R04158"
"81","map00564","R04480"
"81","map00564","R04520"
"81","map00564","R04864"
"81","map00564","R05381"
"81","map00564","R05382"
"81","map00564","R05679"
"81","map00564","R05680"
"81","map00564","R05794"
"81","map00564","R06868"
"81","map00564","R06869"
"81","map00564","R06870"
"81","map00564","R06871"
"81","map00564","R06872"
"81","map00564","R07376"
"81","map00564","R07377"
"81","map00564","R07390"
"81","map00564","R08966"
"81","map00564","R09034"
"81","map00564","R09035"
"81","map00564","R09036"
"81","map00564","R09037"
"81","map00564","R09038"
"81","map00564","R09072"
"81","map00564","R09073"
"81","map00564","R09944"
"81","map00564","R10255"
"81","map00564","R10325"
"81","map00564","R10326"
"81","map00564","R10331"
"82","map00565","R02745"
"82","map00565","R03109"
"82","map00565","R03110"
"82","map00565","R03415"
"82","map00565","R03437"
"82","map00565","R03438"
"82","map00565","R03454"
"82","map00565","R03455"
"82","map00565","R04126"
"82","map00565","R04162"
"82","map00565","R04311"
"82","map00565","R04321"
"82","map00565","R04360"
"82","map00565","R04361"
"82","map00565","R04363"
"82","map00565","R04413"
"82","map00565","R04452"
"82","map00565","R04571"
"82","map00565","R06364"
"82","map00565","R07379"
"82","map00565","R07380"
"82","map00565","R07381"
"82","map00565","R07382"
"82","map00565","R07383"
"82","map00565","R07384"
"82","map00565","R07385"
"82","map00565","R07386"
"82","map00565","R07387"
"82","map00565","R07388"
"82","map00565","R07389"
"82","map00565","R10804"
"82","map00565","R10805"
"83","map00590","R00073"
"83","map00590","R01317"
"83","map00590","R01590"
"83","map00590","R01593"
"83","map00590","R01594"
"83","map00590","R01595"
"83","map00590","R01596"
"83","map00590","R02265"
"83","map00590","R02266"
"83","map00590","R02267"
"83","map00590","R02268"
"83","map00590","R02581"
"83","map00590","R02583"
"83","map00590","R02683"
"83","map00590","R02799"
"83","map00590","R02801"
"83","map00590","R03057"
"83","map00590","R03058"
"83","map00590","R03059"
"83","map00590","R03521"
"83","map00590","R03866"
"83","map00590","R03878"
"83","map00590","R04256"
"83","map00590","R04517"
"83","map00590","R04518"
"83","map00590","R05055"
"83","map00590","R05056"
"83","map00590","R05057"
"83","map00590","R05058"
"83","map00590","R05059"
"83","map00590","R05060"
"83","map00590","R05207"
"83","map00590","R07031"
"83","map00590","R07032"
"83","map00590","R07034"
"83","map00590","R07035"
"83","map00590","R07036"
"83","map00590","R07037"
"83","map00590","R07038"
"83","map00590","R07039"
"83","map00590","R07040"
"83","map00590","R07041"
"83","map00590","R07042"
"83","map00590","R07043"
"83","map00590","R07044"
"83","map00590","R07045"
"83","map00590","R07046"
"83","map00590","R07047"
"83","map00590","R07048"
"83","map00590","R07049"
"83","map00590","R07050"
"83","map00590","R07051"
"83","map00590","R07052"
"83","map00590","R07053"
"83","map00590","R07054"
"83","map00590","R07067"
"83","map00590","R07108"
"83","map00590","R07109"
"83","map00590","R07110"
"83","map00590","R07111"
"83","map00590","R09506"
"83","map00590","R09875"
"84","map00591","R03626"
"84","map00591","R03627"
"84","map00591","R05718"
"84","map00591","R05740"
"84","map00591","R07055"
"84","map00591","R07056"
"84","map00591","R07057"
"84","map00591","R07058"
"84","map00591","R07061"
"84","map00591","R07062"
"84","map00591","R07063"
"84","map00591","R07064"
"84","map00591","R07121"
"84","map00591","R07122"
"84","map00591","R09811"
"84","map00591","R09905"
"85","map00592","R03401"
"85","map00592","R03402"
"85","map00592","R05759"
"85","map00592","R07859"
"85","map00592","R07860"
"85","map00592","R07861"
"85","map00592","R07863"
"85","map00592","R07864"
"85","map00592","R07865"
"85","map00592","R07866"
"85","map00592","R07867"
"85","map00592","R07868"
"85","map00592","R07869"
"85","map00592","R07870"
"85","map00592","R07872"
"85","map00592","R07887"
"85","map00592","R07888"
"85","map00592","R07889"
"85","map00592","R07890"
"85","map00592","R07891"
"85","map00592","R07892"
"85","map00592","R07893"
"85","map00592","R07894"
"85","map00592","R07895"
"85","map00592","R07896"
"85","map00592","R07897"
"85","map00592","R07898"
"85","map00592","R07899"
"85","map00592","R07902"
"85","map00592","R09631"
"85","map00592","R10783"
"86","map00600","R01281"
"86","map00600","R01494"
"86","map00600","R01495"
"86","map00600","R01496"
"86","map00600","R01497"
"86","map00600","R01498"
"86","map00600","R01500"
"86","map00600","R01503"
"86","map00600","R01891"
"86","map00600","R01926"
"86","map00600","R01928"
"86","map00600","R01929"
"86","map00600","R02464"
"86","map00600","R02541"
"86","map00600","R02542"
"86","map00600","R02543"
"86","map00600","R02976"
"86","map00600","R02978"
"86","map00600","R03354"
"86","map00600","R03355"
"86","map00600","R03617"
"86","map00600","R04016"
"86","map00600","R04017"
"86","map00600","R04018"
"86","map00600","R04019"
"86","map00600","R04856"
"86","map00600","R04921"
"86","map00600","R05105"
"86","map00600","R06516"
"86","map00600","R06517"
"86","map00600","R06518"
"86","map00600","R06519"
"86","map00600","R06520"
"86","map00600","R06521"
"86","map00600","R06522"
"86","map00600","R06525"
"86","map00600","R06526"
"86","map00600","R06527"
"86","map00600","R06528"
"86","map00600","R08969"
"87","map00601","R05971"
"87","map00601","R05974"
"87","map00601","R05975"
"87","map00601","R05977"
"87","map00601","R05978"
"87","map00601","R06006"
"87","map00601","R06021"
"87","map00601","R06024"
"87","map00601","R06025"
"87","map00601","R06026"
"87","map00601","R06027"
"87","map00601","R06029"
"87","map00601","R06031"
"87","map00601","R06032"
"87","map00601","R06033"
"87","map00601","R06035"
"87","map00601","R06037"
"87","map00601","R06038"
"87","map00601","R06039"
"87","map00601","R06041"
"87","map00601","R06075"
"87","map00601","R06076"
"87","map00601","R06085"
"87","map00601","R06086"
"87","map00601","R06089"
"87","map00601","R06090"
"87","map00601","R06095"
"87","map00601","R06097"
"87","map00601","R06153"
"87","map00601","R06155"
"87","map00601","R06156"
"87","map00601","R06162"
"87","map00601","R06163"
"87","map00601","R06164"
"87","map00601","R06165"
"87","map00601","R06167"
"87","map00601","R06168"
"87","map00601","R06169"
"87","map00601","R06170"
"87","map00601","R06187"
"87","map00601","R06189"
"87","map00601","R06190"
"87","map00601","R06191"
"87","map00601","R06192"
"87","map00601","R06193"
"87","map00601","R06197"
"87","map00601","R06198"
"87","map00601","R06215"
"87","map00601","R06216"
"87","map00601","R06221"
"87","map00601","R06222"
"87","map00601","R06224"
"87","map00601","R06227"
"87","map00601","R06230"
"87","map00601","R06232"
"88","map00603","R05902"
"88","map00603","R05903"
"88","map00603","R05904"
"88","map00603","R05960"
"88","map00603","R05961"
"88","map00603","R05962"
"88","map00603","R05963"
"88","map00603","R05964"
"88","map00603","R05965"
"88","map00603","R05966"
"88","map00603","R05967"
"88","map00603","R05968"
"89","map00604","R05937"
"89","map00604","R05938"
"89","map00604","R05939"
"89","map00604","R05940"
"89","map00604","R05941"
"89","map00604","R05942"
"89","map00604","R05943"
"89","map00604","R05944"
"89","map00604","R05945"
"89","map00604","R05946"
"89","map00604","R05947"
"89","map00604","R05948"
"89","map00604","R05949"
"89","map00604","R05950"
"89","map00604","R05951"
"89","map00604","R05952"
"89","map00604","R05953"
"89","map00604","R05954"
"89","map00604","R05955"
"89","map00604","R05956"
"89","map00604","R05957"
"89","map00604","R05958"
"89","map00604","R05959"
"89","map00604","R06004"
"89","map00604","R06010"
"90","map00620","R00014"
"90","map00620","R00196"
"90","map00620","R00197"
"90","map00620","R00198"
"90","map00620","R00199"
"90","map00620","R00200"
"90","map00620","R00203"
"90","map00620","R00205"
"90","map00620","R00206"
"90","map00620","R00207"
"90","map00620","R00211"
"90","map00620","R00212"
"90","map00620","R00214"
"90","map00620","R00216"
"90","map00620","R00217"
"90","map00620","R00218"
"90","map00620","R00219"
"90","map00620","R00227"
"90","map00620","R00228"
"90","map00620","R00229"
"90","map00620","R00230"
"90","map00620","R00236"
"90","map00620","R00238"
"90","map00620","R00271"
"90","map00620","R00315"
"90","map00620","R00316"
"90","map00620","R00317"
"90","map00620","R00319"
"90","map00620","R00320"
"90","map00620","R00326"
"90","map00620","R00341"
"90","map00620","R00342"
"90","map00620","R00343"
"90","map00620","R00344"
"90","map00620","R00345"
"90","map00620","R00346"
"90","map00620","R00431"
"90","map00620","R00472"
"90","map00620","R00703"
"90","map00620","R00704"
"90","map00620","R00710"
"90","map00620","R00711"
"90","map00620","R00726"
"90","map00620","R00742"
"90","map00620","R00753"
"90","map00620","R00928"
"90","map00620","R00998"
"90","map00620","R01019"
"90","map00620","R01082"
"90","map00620","R01196"
"90","map00620","R01213"
"90","map00620","R01257"
"90","map00620","R01446"
"90","map00620","R01447"
"90","map00620","R01450"
"90","map00620","R01735"
"90","map00620","R01736"
"90","map00620","R02164"
"90","map00620","R02260"
"90","map00620","R02320"
"90","map00620","R02527"
"90","map00620","R02530"
"90","map00620","R02569"
"90","map00620","R03145"
"90","map00620","R03270"
"90","map00620","R04177"
"90","map00620","R05063"
"90","map00620","R07618"
"90","map00620","R09796"
"90","map00620","R10343"
"91","map00621","R00228"
"91","map00621","R00750"
"91","map00621","R00818"
"91","map00621","R02601"
"91","map00621","R02602"
"91","map00621","R02606"
"91","map00621","R03462"
"91","map00621","R03966"
"91","map00621","R04223"
"91","map00621","R05239"
"91","map00621","R05241"
"91","map00621","R05245"
"91","map00621","R05261"
"91","map00621","R05262"
"91","map00621","R05263"
"91","map00621","R05264"
"91","map00621","R05359"
"91","map00621","R05360"
"91","map00621","R05361"
"91","map00621","R05365"
"91","map00621","R05411"
"91","map00621","R05413"
"91","map00621","R05414"
"91","map00621","R05415"
"91","map00621","R05434"
"91","map00621","R05439"
"91","map00621","R09512"
"92","map00622","R00228"
"92","map00622","R00750"
"92","map00622","R02601"
"92","map00622","R04089"
"92","map00622","R05138"
"92","map00622","R05232"
"92","map00622","R05235"
"92","map00622","R05240"
"92","map00622","R05247"
"92","map00622","R05248"
"92","map00622","R05266"
"92","map00622","R05282"
"92","map00622","R05288"
"92","map00622","R05289"
"92","map00622","R05290"
"92","map00622","R05291"
"92","map00622","R05292"
"92","map00622","R05293"
"92","map00622","R05295"
"92","map00622","R05298"
"92","map00622","R05309"
"92","map00622","R05314"
"92","map00622","R05347"
"92","map00622","R05348"
"92","map00622","R05353"
"92","map00622","R05364"
"92","map00622","R05374"
"92","map00622","R05377"
"92","map00622","R05389"
"92","map00622","R05428"
"92","map00622","R05442"
"92","map00622","R05443"
"92","map00622","R05663"
"92","map00622","R05664"
"92","map00622","R05665"
"92","map00622","R05864"
"92","map00622","R05865"
"92","map00622","R09097"
"93","map00623","R01293"
"93","map00623","R01294"
"93","map00623","R01419"
"93","map00623","R01420"
"93","map00623","R01636"
"93","map00623","R01763"
"93","map00623","R02550"
"93","map00623","R02675"
"93","map00623","R03559"
"93","map00623","R03560"
"93","map00623","R03562"
"93","map00623","R03566"
"93","map00623","R03608"
"93","map00623","R04088"
"93","map00623","R04136"
"93","map00623","R04510"
"93","map00623","R05271"
"93","map00623","R05272"
"93","map00623","R05281"
"93","map00623","R05294"
"93","map00623","R05299"
"93","map00623","R05300"
"93","map00623","R05575"
"93","map00623","R05584"
"93","map00623","R05587"
"93","map00623","R05588"
"93","map00623","R05598"
"93","map00623","R05599"
"93","map00623","R05666"
"93","map00623","R07663"
"93","map00623","R07665"
"93","map00623","R07666"
"93","map00623","R07667"
"93","map00623","R09201"
"93","map00623","R09213"
"93","map00623","R09214"
"93","map00623","R09215"
"93","map00623","R09217"
"93","map00623","R09220"
"93","map00623","R09221"
"93","map00623","R09222"
"93","map00623","R09223"
"93","map00623","R09224"
"93","map00623","R09225"
"93","map00623","R09226"
"93","map00623","R09229"
"94","map00624","R00818"
"94","map00624","R01628"
"94","map00624","R01631"
"94","map00624","R01632"
"94","map00624","R01633"
"94","map00624","R01634"
"94","map00624","R01635"
"94","map00624","R03630"
"94","map00624","R03692"
"94","map00624","R04151"
"94","map00624","R05148"
"94","map00624","R05275"
"94","map00624","R05349"
"94","map00624","R05350"
"94","map00624","R05375"
"94","map00624","R05410"
"94","map00624","R05412"
"94","map00624","R05422"
"94","map00624","R05423"
"94","map00624","R05430"
"94","map00624","R05431"
"94","map00624","R05432"
"94","map00624","R05433"
"94","map00624","R05435"
"94","map00624","R05436"
"94","map00624","R05437"
"94","map00624","R05438"
"94","map00624","R05537"
"94","map00624","R05538"
"94","map00624","R05540"
"94","map00624","R05541"
"94","map00624","R05542"
"94","map00624","R05543"
"94","map00624","R05544"
"94","map00624","R05545"
"94","map00624","R05632"
"94","map00624","R05642"
"94","map00624","R05643"
"94","map00624","R05648"
"94","map00624","R05649"
"94","map00624","R05650"
"94","map00624","R05653"
"94","map00624","R05654"
"94","map00624","R05655"
"94","map00624","R05656"
"94","map00624","R05657"
"94","map00624","R05658"
"94","map00624","R05843"
"94","map00624","R07657"
"94","map00624","R07687"
"94","map00624","R07688"
"94","map00624","R07689"
"94","map00624","R07690"
"94","map00624","R07691"
"94","map00624","R07692"
"94","map00624","R07693"
"94","map00624","R07694"
"94","map00624","R07695"
"94","map00624","R07696"
"94","map00624","R07701"
"94","map00624","R07702"
"94","map00624","R07703"
"94","map00624","R07704"
"94","map00624","R07705"
"94","map00624","R07707"
"94","map00624","R07708"
"94","map00624","R07713"
"94","map00624","R07799"
"94","map00624","R07800"
"94","map00624","R07801"
"94","map00624","R07802"
"94","map00624","R07803"
"94","map00624","R07804"
"94","map00624","R09159"
"94","map00624","R09160"
"94","map00624","R09161"
"94","map00624","R09162"
"94","map00624","R09163"
"94","map00624","R09164"
"94","map00624","R09165"
"94","map00624","R09166"
"94","map00624","R09167"
"94","map00624","R09168"
"94","map00624","R09169"
"94","map00624","R09170"
"94","map00624","R09171"
"94","map00624","R09172"
"94","map00624","R09173"
"94","map00624","R09174"
"94","map00624","R09175"
"94","map00624","R09176"
"94","map00624","R09177"
"94","map00624","R09178"
"94","map00624","R09179"
"94","map00624","R09180"
"94","map00624","R09181"
"94","map00624","R09182"
"94","map00624","R09183"
"94","map00624","R09184"
"94","map00624","R09185"
"94","map00624","R09202"
"94","map00624","R09203"
"94","map00624","R09204"
"94","map00624","R09205"
"94","map00624","R09206"
"94","map00624","R09207"
"94","map00624","R09208"
"94","map00624","R09209"
"94","map00624","R09210"
"94","map00624","R09211"
"94","map00624","R09212"
"94","map00624","R09216"
"94","map00624","R09218"
"94","map00624","R09219"
"94","map00624","R09227"
"94","map00624","R09228"
"94","map00624","R09239"
"95","map00625","R00603"
"95","map00625","R00604"
"95","map00625","R00614"
"95","map00625","R05233"
"95","map00625","R05234"
"95","map00625","R05237"
"95","map00625","R05238"
"95","map00625","R05284"
"95","map00625","R05285"
"95","map00625","R05286"
"95","map00625","R05287"
"95","map00625","R05351"
"95","map00625","R05367"
"95","map00625","R05368"
"95","map00625","R05371"
"95","map00625","R05372"
"95","map00625","R05380"
"95","map00625","R05444"
"95","map00625","R05496"
"95","map00625","R05498"
"95","map00625","R05499"
"95","map00625","R05500"
"95","map00625","R05501"
"95","map00625","R05502"
"95","map00625","R05503"
"95","map00625","R05842"
"95","map00625","R06973"
"95","map00625","R09128"
"95","map00625","R09141"
"95","map00625","R09142"
"95","map00625","R09143"
"95","map00625","R09144"
"95","map00625","R09145"
"95","map00625","R09146"
"95","map00625","R09147"
"95","map00625","R09148"
"95","map00625","R09149"
"95","map00625","R09150"
"95","map00625","R09151"
"95","map00625","R09152"
"95","map00625","R09154"
"95","map00625","R09155"
"95","map00625","R09156"
"95","map00625","R09157"
"95","map00625","R09158"
"96","map00626","R00818"
"96","map00626","R02941"
"96","map00626","R02968"
"96","map00626","R04115"
"96","map00626","R04117"
"96","map00626","R05136"
"96","map00626","R05137"
"96","map00626","R06898"
"96","map00626","R06899"
"96","map00626","R06900"
"96","map00626","R06901"
"96","map00626","R06902"
"96","map00626","R06903"
"96","map00626","R06904"
"96","map00626","R06905"
"96","map00626","R06906"
"96","map00626","R06907"
"96","map00626","R06908"
"96","map00626","R06909"
"96","map00626","R06910"
"96","map00626","R06911"
"96","map00626","R06912"
"96","map00626","R06913"
"96","map00626","R06914"
"96","map00626","R06915"
"96","map00626","R06916"
"96","map00626","R06917"
"96","map00626","R06918"
"96","map00626","R06919"
"96","map00626","R06920"
"96","map00626","R06921"
"96","map00626","R06922"
"96","map00626","R06923"
"96","map00626","R06924"
"96","map00626","R06925"
"96","map00626","R06926"
"96","map00626","R06927"
"96","map00626","R06928"
"96","map00626","R06929"
"96","map00626","R06930"
"96","map00626","R06931"
"96","map00626","R06932"
"96","map00626","R06933"
"96","map00626","R06934"
"96","map00626","R06935"
"96","map00626","R06936"
"96","map00626","R06937"
"96","map00626","R06938"
"96","map00626","R06939"
"96","map00626","R07682"
"96","map00626","R07683"
"96","map00626","R07684"
"96","map00626","R07685"
"96","map00626","R07686"
"96","map00626","R07698"
"96","map00626","R07699"
"96","map00626","R07709"
"96","map00626","R07710"
"96","map00626","R07881"
"97","map00627","R00815"
"97","map00627","R00821"
"97","map00627","R00823"
"97","map00627","R00825"
"97","map00627","R00980"
"97","map00627","R00982"
"97","map00627","R01238"
"97","map00627","R01293"
"97","map00627","R01294"
"97","map00627","R01295"
"97","map00627","R01300"
"97","map00627","R01419"
"97","map00627","R01420"
"97","map00627","R01421"
"97","map00627","R01422"
"97","map00627","R01632"
"97","map00627","R01764"
"97","map00627","R02561"
"97","map00627","R02562"
"97","map00627","R02672"
"97","map00627","R02673"
"97","map00627","R02877"
"97","map00627","R03023"
"97","map00627","R03024"
"97","map00627","R03026"
"97","map00627","R03247"
"97","map00627","R03791"
"97","map00627","R03794"
"97","map00627","R03998"
"97","map00627","R03999"
"97","map00627","R04160"
"97","map00627","R04277"
"97","map00627","R04278"
"97","map00627","R04279"
"97","map00627","R04280"
"97","map00627","R04297"
"97","map00627","R04489"
"97","map00627","R05244"
"97","map00627","R05258"
"97","map00627","R05259"
"97","map00627","R05265"
"97","map00627","R05274"
"97","map00627","R05277"
"97","map00627","R05278"
"97","map00627","R05279"
"97","map00627","R05280"
"97","map00627","R05308"
"97","map00627","R05316"
"97","map00627","R05346"
"97","map00627","R05383"
"97","map00627","R05394"
"97","map00627","R05399"
"97","map00627","R05400"
"97","map00627","R05401"
"97","map00627","R05405"
"97","map00627","R05420"
"97","map00627","R05421"
"97","map00627","R05485"
"97","map00627","R05486"
"97","map00627","R05546"
"97","map00627","R05548"
"97","map00627","R05585"
"97","map00627","R05590"
"97","map00627","R05591"
"97","map00627","R05596"
"97","map00627","R05603"
"97","map00627","R05625"
"97","map00627","R05699"
"97","map00627","R05783"
"97","map00627","R06851"
"97","map00627","R06852"
"97","map00627","R06853"
"97","map00627","R06854"
"97","map00627","R06988"
"97","map00627","R07664"
