"Pathway ID","Pathway KEGG","Reaction KEGG ID"
"166","map01100","R01300"
"166","map01100","R01301"
"166","map01100","R01302"
"166","map01100","R01310"
"166","map01100","R01317"
"166","map01100","R01320"
"166","map01100","R01321"
"166","map01100","R01322"
"166","map01100","R01324"
"166","map01100","R01325"
"166","map01100","R01326"
"166","map01100","R01334"
"166","map01100","R01351"
"166","map01100","R01354"
"166","map01100","R01360"
"166","map01100","R01361"
"166","map01100","R01364"
"166","map01100","R01366"
"166","map01100","R01372"
"166","map01100","R01373"
"166","map01100","R01377"
"166","map01100","R01381"
"166","map01100","R01383"
"166","map01100","R01384"
"166","map01100","R01385"
"166","map01100","R01387"
"166","map01100","R01388"
"166","map01100","R01392"
"166","map01100","R01394"
"166","map01100","R01397"
"166","map01100","R01398"
"166","map01100","R01401"
"166","map01100","R01402"
"166","map01100","R01409"
"166","map01100","R01414"
"166","map01100","R01415"
"166","map01100","R01416"
"166","map01100","R01422"
"166","map01100","R01426"
"166","map01100","R01431"
"166","map01100","R01432"
"166","map01100","R01433"
"166","map01100","R01434"
"166","map01100","R01447"
"166","map01100","R01449"
"166","map01100","R01451"
"166","map01100","R01454"
"166","map01100","R01456"
"166","map01100","R01457"
"166","map01100","R01463"
"166","map01100","R01466"
"166","map01100","R01468"
"166","map01100","R01473"
"166","map01100","R01476"
"166","map01100","R01478"
"166","map01100","R01481"
"166","map01100","R01482"
"166","map01100","R01483"
"166","map01100","R01494"
"166","map01100","R01497"
"166","map01100","R01498"
"166","map01100","R01500"
"166","map01100","R01512"
"166","map01100","R01513"
"166","map01100","R01514"
"166","map01100","R01516"
"166","map01100","R01518"
"166","map01100","R01519"
"166","map01100","R01522"
"166","map01100","R01523"
"166","map01100","R01526"
"166","map01100","R01528"
"166","map01100","R01529"
"166","map01100","R01538"
"166","map01100","R01540"
"166","map01100","R01541"
"166","map01100","R01547"
"166","map01100","R01548"
"166","map01100","R01549"
"166","map01100","R01555"
"166","map01100","R01557"
"166","map01100","R01558"
"166","map01100","R01559"
"166","map01100","R01560"
"166","map01100","R01561"
"166","map01100","R01563"
"166","map01100","R01565"
"166","map01100","R01566"
"166","map01100","R01567"
"166","map01100","R01570"
"166","map01100","R01579"
"166","map01100","R01590"
"166","map01100","R01593"
"166","map01100","R01595"
"166","map01100","R01596"
"166","map01100","R01608"
"166","map01100","R01613"
"166","map01100","R01615"
"166","map01100","R01616"
"166","map01100","R01621"
"166","map01100","R01624"
"166","map01100","R01626"
"166","map01100","R01629"
"166","map01100","R01630"
"166","map01100","R01631"
"166","map01100","R01633"
"166","map01100","R01635"
"166","map01100","R01639"
"166","map01100","R01641"
"166","map01100","R01644"
"166","map01100","R01648"
"166","map01100","R01652"
"166","map01100","R01655"
"166","map01100","R01658"
"166","map01100","R01662"
"166","map01100","R01663"
"166","map01100","R01665"
"166","map01100","R01667"
"166","map01100","R01668"
"166","map01100","R01676"
"166","map01100","R01678"
"166","map01100","R01681"
"166","map01100","R01682"
"166","map01100","R01688"
"166","map01100","R01700"
"166","map01100","R01701"
"166","map01100","R01702"
"166","map01100","R01706"
"166","map01100","R01708"
"166","map01100","R01709"
"166","map01100","R01710"
"166","map01100","R01711"
"166","map01100","R01714"
"166","map01100","R01715"
"166","map01100","R01717"
"166","map01100","R01724"
"166","map01100","R01728"
"166","map01100","R01730"
"166","map01100","R01731"
"166","map01100","R01737"
"166","map01100","R01739"
"166","map01100","R01741"
"166","map01100","R01745"
"166","map01100","R01747"
"166","map01100","R01754"
"166","map01100","R01757"
"166","map01100","R01758"
"166","map01100","R01759"
"166","map01100","R01761"
"166","map01100","R01768"
"166","map01100","R01769"
"166","map01100","R01771"
"166","map01100","R01773"
"166","map01100","R01775"
"166","map01100","R01776"
"166","map01100","R01777"
"166","map01100","R01786"
"166","map01100","R01787"
"166","map01100","R01788"
"166","map01100","R01790"
"166","map01100","R01791"
"166","map01100","R01793"
"166","map01100","R01794"
"166","map01100","R01795"
"166","map01100","R01799"
"166","map01100","R01800"
"166","map01100","R01801"
"166","map01100","R01802"
"166","map01100","R01805"
"166","map01100","R01813"
"166","map01100","R01814"
"166","map01100","R01815"
"166","map01100","R01818"
"166","map01100","R01819"
"166","map01100","R01825"
"166","map01100","R01826"
"166","map01100","R01827"
"166","map01100","R01829"
"166","map01100","R01830"
"166","map01100","R01836"
"166","map01100","R01837"
"166","map01100","R01838"
"166","map01100","R01840"
"166","map01100","R01845"
"166","map01100","R01857"
"166","map01100","R01858"
"166","map01100","R01859"
"166","map01100","R01863"
"166","map01100","R01867"
"166","map01100","R01868"
"166","map01100","R01869"
"166","map01100","R01870"
"166","map01100","R01876"
"166","map01100","R01878"
"166","map01100","R01880"
"166","map01100","R01881"
"166","map01100","R01883"
"166","map01100","R01890"
"166","map01100","R01891"
"166","map01100","R01895"
"166","map01100","R01896"
"166","map01100","R01899"
"166","map01100","R01900"
"166","map01100","R01903"
"166","map01100","R01904"
"166","map01100","R01905"
"166","map01100","R01908"
"166","map01100","R01909"
"166","map01100","R01911"
"166","map01100","R01917"
"166","map01100","R01918"
"166","map01100","R01920"
"166","map01100","R01926"
"166","map01100","R01934"
"166","map01100","R01937"
"166","map01100","R01938"
"166","map01100","R01939"
"166","map01100","R01940"
"166","map01100","R01942"
"166","map01100","R01943"
"166","map01100","R01951"
"166","map01100","R01954"
"166","map01100","R01956"
"166","map01100","R01959"
"166","map01100","R01960"
"166","map01100","R01967"
"166","map01100","R01968"
"166","map01100","R01969"
"166","map01100","R01974"
"166","map01100","R01975"
"166","map01100","R01976"
"166","map01100","R01978"
"166","map01100","R01982"
"166","map01100","R01983"
"166","map01100","R01987"
"166","map01100","R01989"
"166","map01100","R01990"
"166","map01100","R01993"
"166","map01100","R02003"
"166","map01100","R02006"
"166","map01100","R02007"
"166","map01100","R02008"
"166","map01100","R02011"
"166","map01100","R02013"
"166","map01100","R02014"
"166","map01100","R02017"
"166","map01100","R02019"
"166","map01100","R02020"
"166","map01100","R02021"
"166","map01100","R02022"
"166","map01100","R02024"
"166","map01100","R02026"
"166","map01100","R02029"
"166","map01100","R02030"
"166","map01100","R02032"
"166","map01100","R02034"
"166","map01100","R02035"
"166","map01100","R02036"
"166","map01100","R02038"
"166","map01100","R02051"
"166","map01100","R02055"
"166","map01100","R02056"
"166","map01100","R02057"
"166","map01100","R02060"
"166","map01100","R02061"
"166","map01100","R02063"
"166","map01100","R02064"
"166","map01100","R02065"
"166","map01100","R02068"
"166","map01100","R02078"
"166","map01100","R02080"
"166","map01100","R02082"
"166","map01100","R02085"
"166","map01100","R02088"
"166","map01100","R02089"
"166","map01100","R02090"
"166","map01100","R02091"
"166","map01100","R02093"
"166","map01100","R02094"
"166","map01100","R02096"
"166","map01100","R02097"
"166","map01100","R02098"
"166","map01100","R02100"
"166","map01100","R02101"
"166","map01100","R02103"
"166","map01100","R02106"
"166","map01100","R02107"
"166","map01100","R02108"
"166","map01100","R02110"
"166","map01100","R02111"
"166","map01100","R02112"
"166","map01100","R02123"
"166","map01100","R02124"
"166","map01100","R02125"
"166","map01100","R02126"
"166","map01100","R02133"
"166","map01100","R02134"
"166","map01100","R02137"
"166","map01100","R02142"
"166","map01100","R02147"
"166","map01100","R02158"
"166","map01100","R02160"
"166","map01100","R02164"
"166","map01100","R02189"
"166","map01100","R02193"
"166","map01100","R02194"
"166","map01100","R02197"
"166","map01100","R02199"
"166","map01100","R02201"
"166","map01100","R02203"
"166","map01100","R02204"
"166","map01100","R02205"
"166","map01100","R02211"
"166","map01100","R02213"
"166","map01100","R02215"
"166","map01100","R02216"
"166","map01100","R02219"
"166","map01100","R02220"
"166","map01100","R02221"
"166","map01100","R02235"
"166","map01100","R02236"
"166","map01100","R02237"
"166","map01100","R02239"
"166","map01100","R02240"
"166","map01100","R02241"
"166","map01100","R02245"
"166","map01100","R02250"
"166","map01100","R02251"
"166","map01100","R02253"
"166","map01100","R02255"
"166","map01100","R02265"
"166","map01100","R02266"
"166","map01100","R02267"
"166","map01100","R02268"
"166","map01100","R02269"
"166","map01100","R02272"
"166","map01100","R02278"
"166","map01100","R02279"
"166","map01100","R02282"
"166","map01100","R02283"
"166","map01100","R02285"
"166","map01100","R02287"
"166","map01100","R02288"
"166","map01100","R02291"
"166","map01100","R02294"
"166","map01100","R02295"
"166","map01100","R02296"
"166","map01100","R02297"
"166","map01100","R02301"
"166","map01100","R02302"
"166","map01100","R02307"
"166","map01100","R02311"
"166","map01100","R02313"
"166","map01100","R02315"
"166","map01100","R02317"
"166","map01100","R02320"
"166","map01100","R02324"
"166","map01100","R02325"
"166","map01100","R02326"
"166","map01100","R02327"
"166","map01100","R02328"
"166","map01100","R02331"
"166","map01100","R02332"
"166","map01100","R02340"
"166","map01100","R02351"
"166","map01100","R02352"
"166","map01100","R02353"
"166","map01100","R02356"
"166","map01100","R02360"
"166","map01100","R02362"
"166","map01100","R02371"
"166","map01100","R02372"
"166","map01100","R02379"
"166","map01100","R02412"
"166","map01100","R02413"
"166","map01100","R02415"
"166","map01100","R02416"
"166","map01100","R02421"
"166","map01100","R02422"
"166","map01100","R02425"
"166","map01100","R02439"
"166","map01100","R02444"
"166","map01100","R02445"
"166","map01100","R02446"
"166","map01100","R02451"
"166","map01100","R02454"
"166","map01100","R02457"
"166","map01100","R02458"
"166","map01100","R02459"
"166","map01100","R02466"
"166","map01100","R02467"
"166","map01100","R02472"
"166","map01100","R02473"
"166","map01100","R02474"
"166","map01100","R02488"
"166","map01100","R02493"
"166","map01100","R02494"
"166","map01100","R02501"
"166","map01100","R02506"
"166","map01100","R02518"
"166","map01100","R02519"
"166","map01100","R02520"
"166","map01100","R02521"
"166","map01100","R02522"
"166","map01100","R02526"
"166","map01100","R02532"
"166","map01100","R02533"
"166","map01100","R02534"
"166","map01100","R02535"
"166","map01100","R02536"
"166","map01100","R02537"
"166","map01100","R02541"
"166","map01100","R02555"
"166","map01100","R02556"
"166","map01100","R02557"
"166","map01100","R02565"
"166","map01100","R02566"
"166","map01100","R02568"
"166","map01100","R02570"
"166","map01100","R02571"
"166","map01100","R02581"
"166","map01100","R02583"
"166","map01100","R02593"
"166","map01100","R02596"
"166","map01100","R02600"
"166","map01100","R02601"
"166","map01100","R02602"
"166","map01100","R02604"
"166","map01100","R02606"
"166","map01100","R02619"
"166","map01100","R02630"
"166","map01100","R02636"
"166","map01100","R02640"
"166","map01100","R02649"
"166","map01100","R02655"
"166","map01100","R02656"
"166","map01100","R02657"
"166","map01100","R02658"
"166","map01100","R02661"
"166","map01100","R02662"
"166","map01100","R02665"
"166","map01100","R02668"
"166","map01100","R02675"
"166","map01100","R02678"
"166","map01100","R02687"
"166","map01100","R02689"
"166","map01100","R02691"
"166","map01100","R02701"
"166","map01100","R02705"
"166","map01100","R02719"
"166","map01100","R02722"
"166","map01100","R02723"
"166","map01100","R02729"
"166","map01100","R02733"
"166","map01100","R02734"
"166","map01100","R02735"
"166","map01100","R02736"
"166","map01100","R02737"
"166","map01100","R02739"
"166","map01100","R02740"
"166","map01100","R02748"
"166","map01100","R02752"
"166","map01100","R02755"
"166","map01100","R02756"
"166","map01100","R02757"
"166","map01100","R02762"
"166","map01100","R02765"
"166","map01100","R02777"
"166","map01100","R02778"
"166","map01100","R02782"
"166","map01100","R02783"
"166","map01100","R02786"
"166","map01100","R02794"
"166","map01100","R02797"
"166","map01100","R02801"
"166","map01100","R02811"
"166","map01100","R02821"
"166","map01100","R02827"
"166","map01100","R02829"
"166","map01100","R02832"
"166","map01100","R02834"
"166","map01100","R02836"
"166","map01100","R02843"
"166","map01100","R02846"
"166","map01100","R02861"
"166","map01100","R02864"
"166","map01100","R02869"
"166","map01100","R02872"
"166","map01100","R02874"
"166","map01100","R02886"
"166","map01100","R02887"
"166","map01100","R02889"
"166","map01100","R02908"
"166","map01100","R02911"
"166","map01100","R02914"
"166","map01100","R02919"
"166","map01100","R02920"
"166","map01100","R02922"
"166","map01100","R02933"
"166","map01100","R02941"
"166","map01100","R02957"
"166","map01100","R02962"
"166","map01100","R02963"
"166","map01100","R02968"
"166","map01100","R02978"
"166","map01100","R02988"
"166","map01100","R02989"
"166","map01100","R02990"
"166","map01100","R02991"
"166","map01100","R03005"
"166","map01100","R03009"
"166","map01100","R03012"
"166","map01100","R03013"
"166","map01100","R03015"
"166","map01100","R03018"
"166","map01100","R03025"
"166","map01100","R03026"
"166","map01100","R03033"
"166","map01100","R03034"
"166","map01100","R03035"
"166","map01100","R03036"
"166","map01100","R03045"
"166","map01100","R03055"
"166","map01100","R03057"
"166","map01100","R03058"
"166","map01100","R03059"
"166","map01100","R03064"
"166","map01100","R03066"
"166","map01100","R03067"
"166","map01100","R03077"
"166","map01100","R03083"
"166","map01100","R03084"
"166","map01100","R03087"
"166","map01100","R03089"
"166","map01100","R03098"
"166","map01100","R03102"
"166","map01100","R03103"
"166","map01100","R03105"
"166","map01100","R03110"
"166","map01100","R03123"
"166","map01100","R03124"
"166","map01100","R03126"
"166","map01100","R03130"
"166","map01100","R03140"
"166","map01100","R03153"
"166","map01100","R03158"
"166","map01100","R03161"
"166","map01100","R03165"
"166","map01100","R03172"
"166","map01100","R03174"
"166","map01100","R03177"
"166","map01100","R03178"
"166","map01100","R03181"
"166","map01100","R03182"
"166","map01100","R03184"
"166","map01100","R03185"
"166","map01100","R03186"
"166","map01100","R03187"
"166","map01100","R03189"
"166","map01100","R03191"
"166","map01100","R03192"
"166","map01100","R03193"
"166","map01100","R03194"
"166","map01100","R03197"
"166","map01100","R03199"
"166","map01100","R03200"
"166","map01100","R03208"
"166","map01100","R03209"
"166","map01100","R03210"
"166","map01100","R03217"
"166","map01100","R03220"
"166","map01100","R03222"
"166","map01100","R03223"
"166","map01100","R03231"
"166","map01100","R03232"
"166","map01100","R03236"
"166","map01100","R03237"
"166","map01100","R03238"
"166","map01100","R03239"
"166","map01100","R03240"
"166","map01100","R03243"
"166","map01100","R03244"
"166","map01100","R03245"
"166","map01100","R03254"
"166","map01100","R03256"
"166","map01100","R03260"
"166","map01100","R03262"
"166","map01100","R03263"
"166","map01100","R03269"
"166","map01100","R03288"
"166","map01100","R03291"
"166","map01100","R03293"
"166","map01100","R03295"
"166","map01100","R03300"
"166","map01100","R03302"
"166","map01100","R03304"
"166","map01100","R03307"
"166","map01100","R03310"
"166","map01100","R03311"
"166","map01100","R03313"
"166","map01100","R03314"
"166","map01100","R03321"
"166","map01100","R03326"
"166","map01100","R03327"
"166","map01100","R03347"
"166","map01100","R03348"
"166","map01100","R03350"
"166","map01100","R03351"
"166","map01100","R03353"
"166","map01100","R03354"
"166","map01100","R03355"
"166","map01100","R03361"
"166","map01100","R03362"
"166","map01100","R03363"
"166","map01100","R03366"
"166","map01100","R03378"
"166","map01100","R03387"
"166","map01100","R03390"
"166","map01100","R03393"
"166","map01100","R03394"
"166","map01100","R03401"
"166","map01100","R03402"
"166","map01100","R03424"
"166","map01100","R03425"
"166","map01100","R03427"
"166","map01100","R03429"
"166","map01100","R03430"
"166","map01100","R03433"
"166","map01100","R03435"
"166","map01100","R03437"
"166","map01100","R03438"
"166","map01100","R03443"
"166","map01100","R03444"
"166","map01100","R03445"
"166","map01100","R03454"
"166","map01100","R03455"
"166","map01100","R03457"
"166","map01100","R03458"
"166","map01100","R03459"
"166","map01100","R03460"
"166","map01100","R03462"
"166","map01100","R03464"
"166","map01100","R03469"
"166","map01100","R03470"
"166","map01100","R03471"
"166","map01100","R03472"
"166","map01100","R03478"
"166","map01100","R03503"
"166","map01100","R03504"
"166","map01100","R03508"
"166","map01100","R03509"
"166","map01100","R03521"
"166","map01100","R03539"
"166","map01100","R03555"
"166","map01100","R03556"
"166","map01100","R03560"
"166","map01100","R03595"
"166","map01100","R03599"
"166","map01100","R03608"
"166","map01100","R03610"
"166","map01100","R03611"
"166","map01100","R03614"
"166","map01100","R03617"
"166","map01100","R03626"
"166","map01100","R03630"
"166","map01100","R03651"
"166","map01100","R03652"
"166","map01100","R03672"
"166","map01100","R03673"
"166","map01100","R03674"
"166","map01100","R03677"
"166","map01100","R03693"
"166","map01100","R03696"
"166","map01100","R03718"
"166","map01100","R03719"
"166","map01100","R03720"
"166","map01100","R03724"
"166","map01100","R03737"
"166","map01100","R03738"
"166","map01100","R03775"
"166","map01100","R03776"
"166","map01100","R03777"
"166","map01100","R03778"
"166","map01100","R03783"
"166","map01100","R03812"
"166","map01100","R03820"
"166","map01100","R03821"
"166","map01100","R03822"
"166","map01100","R03824"
"166","map01100","R03831"
"166","map01100","R03832"
"166","map01100","R03833"
"166","map01100","R03834"
"166","map01100","R03845"
"166","map01100","R03851"
"166","map01100","R03856"
"166","map01100","R03857"
"166","map01100","R03858"
"166","map01100","R03868"
"166","map01100","R03877"
"166","map01100","R03878"
"166","map01100","R03889"
"166","map01100","R03891"
"166","map01100","R03892"
"166","map01100","R03896"
"166","map01100","R03898"
"166","map01100","R03905"
"166","map01100","R03918"
"166","map01100","R03919"
"166","map01100","R03928"
"166","map01100","R03932"
"166","map01100","R03933"
"166","map01100","R03947"
"166","map01100","R03948"
"166","map01100","R03953"
"166","map01100","R03966"
"166","map01100","R03968"
"166","map01100","R03973"
"166","map01100","R03974"
"166","map01100","R03982"
"166","map01100","R03989"
"166","map01100","R03990"
"166","map01100","R03991"
"166","map01100","R04001"
"166","map01100","R04007"
"166","map01100","R04009"
"166","map01100","R04014"
"166","map01100","R04017"
"166","map01100","R04025"
"166","map01100","R04027"
"166","map01100","R04030"
"166","map01100","R04031"
"166","map01100","R04035"
"166","map01100","R04037"
"166","map01100","R04051"
"166","map01100","R04053"
"166","map01100","R04061"
"166","map01100","R04085"
"166","map01100","R04089"
"166","map01100","R04095"
"166","map01100","R04097"
"166","map01100","R04101"
"166","map01100","R04104"
"166","map01100","R04109"
"166","map01100","R04115"
"166","map01100","R04117"
"166","map01100","R04125"
"166","map01100","R04138"
"166","map01100","R04143"
"166","map01100","R04144"
"166","map01100","R04147"
"166","map01100","R04148"
"166","map01100","R04151"
"166","map01100","R04152"
"166","map01100","R04162"
"166","map01100","R04170"
"166","map01100","R04173"
"166","map01100","R04175"
"166","map01100","R04198"
"166","map01100","R04199"
"166","map01100","R04203"
"166","map01100","R04204"
"166","map01100","R04208"
"166","map01100","R04209"
"166","map01100","R04210"
"166","map01100","R04218"
"166","map01100","R04223"
"166","map01100","R04224"
"166","map01100","R04225"
"166","map01100","R04230"
"166","map01100","R04231"
"166","map01100","R04237"
"166","map01100","R04247"
"166","map01100","R04263"
"166","map01100","R04276"
"166","map01100","R04285"
"166","map01100","R04286"
"166","map01100","R04292"
"166","map01100","R04293"
"166","map01100","R04300"
"166","map01100","R04301"
"166","map01100","R04305"
"166","map01100","R04311"
"166","map01100","R04321"
"166","map01100","R04323"
"166","map01100","R04325"
"166","map01100","R04326"
"166","map01100","R04336"
"166","map01100","R04347"
"166","map01100","R04355"
"166","map01100","R04360"
"166","map01100","R04361"
"166","map01100","R04364"
"166","map01100","R04365"
"166","map01100","R04371"
"166","map01100","R04372"
"166","map01100","R04377"
"166","map01100","R04390"
"166","map01100","R04393"
"166","map01100","R04404"
"166","map01100","R04405"
"166","map01100","R04413"
"166","map01100","R04420"
"166","map01100","R04426"
"166","map01100","R04427"
"166","map01100","R04428"
"166","map01100","R04429"
"166","map01100","R04430"
"166","map01100","R04432"
"166","map01100","R04435"
"166","map01100","R04440"
"166","map01100","R04441"
"166","map01100","R04444"
"166","map01100","R04445"
"166","map01100","R04448"
"166","map01100","R04452"
"166","map01100","R04456"
"166","map01100","R04457"
"166","map01100","R04463"
"166","map01100","R04464"
"166","map01100","R04467"
"166","map01100","R04469"
"166","map01100","R04472"
"166","map01100","R04475"
"166","map01100","R04509"
"166","map01100","R04522"
"166","map01100","R04533"
"166","map01100","R04534"
"166","map01100","R04535"
"166","map01100","R04536"
"166","map01100","R04537"
"166","map01100","R04540"
"166","map01100","R04541"
"166","map01100","R04543"
"166","map01100","R04544"
"166","map01100","R04549"
"166","map01100","R04550"
"166","map01100","R04558"
"166","map01100","R04559"
"166","map01100","R04560"
"166","map01100","R04566"
"166","map01100","R04567"
"166","map01100","R04568"
"166","map01100","R04571"
"166","map01100","R04573"
"166","map01100","R04576"
"166","map01100","R04587"
"166","map01100","R04591"
"166","map01100","R04594"
"166","map01100","R04597"
"166","map01100","R04606"
"166","map01100","R04620"
"166","map01100","R04639"
"166","map01100","R04640"
"166","map01100","R04657"
"166","map01100","R04658"
"166","map01100","R04666"
"166","map01100","R04667"
"166","map01100","R04681"
"166","map01100","R04682"
"166","map01100","R04690"
"166","map01100","R04691"
"166","map01100","R04692"
"166","map01100","R04695"
"166","map01100","R04696"
"166","map01100","R04697"
"166","map01100","R04699"
"166","map01100","R04700"
"166","map01100","R04701"
"166","map01100","R04702"
"166","map01100","R04705"
"166","map01100","R04707"
"166","map01100","R04708"
"166","map01100","R04723"
"166","map01100","R04724"
"166","map01100","R04725"
"166","map01100","R04726"
"166","map01100","R04737"
"166","map01100","R04738"
"166","map01100","R04739"
"166","map01100","R04740"
"166","map01100","R04741"
"166","map01100","R04742"
"166","map01100","R04743"
"166","map01100","R04744"
"166","map01100","R04745"
"166","map01100","R04746"
"166","map01100","R04747"
"166","map01100","R04748"
"166","map01100","R04749"
"166","map01100","R04751"
"166","map01100","R04753"
"166","map01100","R04754"
"166","map01100","R04759"
"166","map01100","R04761"
"166","map01100","R04768"
"166","map01100","R04769"
"166","map01100","R04779"
"166","map01100","R04780"
"166","map01100","R04787"
"166","map01100","R04798"
"166","map01100","R04800"
"166","map01100","R04804"
"166","map01100","R04806"
"166","map01100","R04807"
"166","map01100","R04809"
"166","map01100","R04810"
"166","map01100","R04811"
"166","map01100","R04812"
"166","map01100","R04813"
"166","map01100","R04817"
"166","map01100","R04818"
"166","map01100","R04819"
"166","map01100","R04823"
"166","map01100","R04824"
"166","map01100","R04825"
"166","map01100","R04826"
"166","map01100","R04845"
"166","map01100","R04846"
"166","map01100","R04847"
"166","map01100","R04854"
"166","map01100","R04855"
"166","map01100","R04858"
"166","map01100","R04859"
"166","map01100","R04861"
"166","map01100","R04863"
"166","map01100","R04869"
"166","map01100","R04870"
"166","map01100","R04872"
"166","map01100","R04880"
"166","map01100","R04881"
"166","map01100","R04882"
"166","map01100","R04883"
"166","map01100","R04884"
"166","map01100","R04886"
"166","map01100","R04887"
"166","map01100","R04888"
"166","map01100","R04889"
"166","map01100","R04890"
"166","map01100","R04891"
"166","map01100","R04892"
"166","map01100","R04893"
"166","map01100","R04894"
"166","map01100","R04900"
"166","map01100","R04903"
"166","map01100","R04904"
"166","map01100","R04919"
"166","map01100","R04920"
"166","map01100","R04921"
"166","map01100","R04923"
"166","map01100","R04947"
"166","map01100","R04952"
"166","map01100","R04953"
"166","map01100","R04954"
"166","map01100","R04955"
"166","map01100","R04956"
"166","map01100","R04957"
"166","map01100","R04958"
"166","map01100","R04959"
"166","map01100","R04960"
"166","map01100","R04961"
"166","map01100","R04962"
"166","map01100","R04963"
"166","map01100","R04964"
"166","map01100","R04965"
"166","map01100","R04966"
"166","map01100","R04967"
"166","map01100","R04968"
"166","map01100","R04969"
"166","map01100","R04970"
"166","map01100","R04985"
"166","map01100","R04993"
"166","map01100","R05000"
"166","map01100","R05030"
"166","map01100","R05046"
"166","map01100","R05048"
"166","map01100","R05050"
"166","map01100","R05052"
"166","map01100","R05053"
"166","map01100","R05055"
"166","map01100","R05056"
"166","map01100","R05057"
"166","map01100","R05058"
"166","map01100","R05059"
"166","map01100","R05060"
"166","map01100","R05064"
"166","map01100","R05066"
"166","map01100","R05068"
"166","map01100","R05069"
"166","map01100","R05070"
"166","map01100","R05071"
"166","map01100","R05074"
"166","map01100","R05075"
"166","map01100","R05081"
"166","map01100","R05085"
"166","map01100","R05089"
"166","map01100","R05090"
"166","map01100","R05092"
"166","map01100","R05099"
"166","map01100","R05123"
"166","map01100","R05124"
"166","map01100","R05125"
"166","map01100","R05126"
"166","map01100","R05129"
"166","map01100","R05130"
"166","map01100","R05136"
"166","map01100","R05137"
"166","map01100","R05138"
"166","map01100","R05140"
"166","map01100","R05145"
"166","map01100","R05146"
"166","map01100","R05148"
"166","map01100","R05149"
"166","map01100","R05150"
"166","map01100","R05176"
"166","map01100","R05177"
"166","map01100","R05180"
"166","map01100","R05181"
"166","map01100","R05185"
"166","map01100","R05186"
"166","map01100","R05196"
"166","map01100","R05198"
"166","map01100","R05202"
"166","map01100","R05207"
"166","map01100","R05217"
"166","map01100","R05218"
"166","map01100","R05219"
"166","map01100","R05220"
"166","map01100","R05221"
"166","map01100","R05222"
"166","map01100","R05223"
"166","map01100","R05224"
"166","map01100","R05225"
"166","map01100","R05226"
"166","map01100","R05227"
"166","map01100","R05229"
"166","map01100","R05233"
"166","map01100","R05234"
"166","map01100","R05237"
"166","map01100","R05238"
"166","map01100","R05239"
"166","map01100","R05243"
"166","map01100","R05263"
"166","map01100","R05264"
"166","map01100","R05267"
"166","map01100","R05269"
"166","map01100","R05275"
"166","map01100","R05276"
"166","map01100","R05282"
"166","map01100","R05284"
"166","map01100","R05285"
"166","map01100","R05286"
"166","map01100","R05287"
"166","map01100","R05288"
"166","map01100","R05289"
"166","map01100","R05290"
"166","map01100","R05291"
"166","map01100","R05292"
"166","map01100","R05293"
"166","map01100","R05294"
"166","map01100","R05295"
"166","map01100","R05298"
"166","map01100","R05301"
"166","map01100","R05309"
"166","map01100","R05313"
"166","map01100","R05314"
"166","map01100","R05316"
"166","map01100","R05332"
"166","map01100","R05336"
"166","map01100","R05338"
"166","map01100","R05341"
"166","map01100","R05347"
"166","map01100","R05348"
"166","map01100","R05349"
"166","map01100","R05350"
"166","map01100","R05351"
"166","map01100","R05353"
"166","map01100","R05354"
"166","map01100","R05355"
"166","map01100","R05356"
"166","map01100","R05360"
"166","map01100","R05361"
"166","map01100","R05362"
"166","map01100","R05365"
"166","map01100","R05366"
"166","map01100","R05367"
"166","map01100","R05368"
"166","map01100","R05369"
"166","map01100","R05370"
"166","map01100","R05371"
"166","map01100","R05372"
"166","map01100","R05374"
"166","map01100","R05378"
"166","map01100","R05384"
"166","map01100","R05386"
"166","map01100","R05387"
"166","map01100","R05388"
"166","map01100","R05389"
"166","map01100","R05392"
"166","map01100","R05397"
"166","map01100","R05398"
"166","map01100","R05399"
"166","map01100","R05402"
"166","map01100","R05403"
"166","map01100","R05404"
"166","map01100","R05406"
"166","map01100","R05408"
"166","map01100","R05409"
"166","map01100","R05411"
"166","map01100","R05413"
"166","map01100","R05414"
"166","map01100","R05415"
"166","map01100","R05416"
"166","map01100","R05417"
"166","map01100","R05418"
"166","map01100","R05422"
"166","map01100","R05428"
"166","map01100","R05429"
"166","map01100","R05434"
"166","map01100","R05439"
"166","map01100","R05440"
"166","map01100","R05441"
"166","map01100","R05442"
"166","map01100","R05443"
"166","map01100","R05444"
"166","map01100","R05446"
"166","map01100","R05447"
"166","map01100","R05450"
"166","map01100","R05451"
"166","map01100","R05476"
"166","map01100","R05477"
"166","map01100","R05481"
"166","map01100","R05483"
"166","map01100","R05487"
"166","map01100","R05488"
"166","map01100","R05497"
"166","map01100","R05498"
"166","map01100","R05499"
"166","map01100","R05500"
"166","map01100","R05501"
"166","map01100","R05502"
"166","map01100","R05503"
"166","map01100","R05504"
"166","map01100","R05507"
"166","map01100","R05511"
"166","map01100","R05558"
"166","map01100","R05559"
"166","map01100","R05560"
"166","map01100","R05561"
"166","map01100","R05563"
"166","map01100","R05570"
"166","map01100","R05571"
"166","map01100","R05575"
"166","map01100","R05578"
"166","map01100","R05581"
"166","map01100","R05584"
"166","map01100","R05587"
"166","map01100","R05588"
"166","map01100","R05594"
"166","map01100","R05597"
"166","map01100","R05598"
"166","map01100","R05599"
"166","map01100","R05604"
"166","map01100","R05605"
